feature,Estimate_group,pvalue,fdr,sign_group,method,vs,fold_change,log2FC
1810043H04Rik,Group,0.6857,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.9956,-0.0064
1810044D09Rik,Group,0.6,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0317,0.0451
1810046K07Rik,Group,0.6571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,2,1
1810053B23Rik,Group,0.5143,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.5455,-0.8745
1810055G02Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1281,0.1739
1810058I24Rik,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.12,0.1635
1810062G17Rik,Group,1,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.9625,-0.0551
1810062O18Rik,Group,0.7714,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.8571,-0.2224
1810065E05Rik,Group,0.2571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,6,2.585
2010001A14Rik,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1517,0.2038
2010001E11Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,2,1
2010003K11Rik,Group,0.7429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.25,0.3219
2010005H15Rik,Group,0.4571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.4167,0.5025
2010009K17Rik,Group,0.9714,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.6667,-0.585
2010010A06Rik,Group,1,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.5,-1
2010012O05Rik,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1616,0.2161
2010107E04Rik,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0074,0.0106
2010107G12Rik,Group,0.1429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.7647,0.8194
2010107G23Rik,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1071,0.1468
2010109I03Rik,Group,1,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.5,-1
2010111I01Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0557,0.0782
2010204K13Rik,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1286,0.1745
2010308F09Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,2,1
2010310C07Rik,Group,0.7429,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.8571,-0.2224
2010315B03Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0818,0.1134
2010320M18Rik,Group,0.2286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1866,0.2469
2200002D01Rik,Group,0.3429,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.9557,-0.0654
2210010C04Rik,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3253,0.4063
2210011C24Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0552,0.0775
2210013O21Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0324,0.0459
2210015D19Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0428,0.0605
2210016F16Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0981,0.135
2210016L21Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0745,0.1037
2210018M11Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.204,0.2678
2210039B01Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,2,1
2210404O09Rik,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1974,0.2599
2210406O10Rik,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.4667,0.5525
2210408F21Rik,Group,0.1143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2786,0.3545
2210408I21Rik,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1598,0.2139
2210409D07Rik,Group,0.8286,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.963,-0.0544
2210409E12Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,2,1
2210416O15Rik,Group,1,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.7308,-0.4525
2300005B03Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,2,1
2300009A05Rik,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1336,0.181
2310001H17Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0126,0.018
2310001K24Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1,0
2310002F09Rik,Group,0.1143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.6444,0.7176
2310002L09Rik,Group,0.3429,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.7321,-0.4498
2310007B03Rik,Group,0.8286,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.6667,-0.585
2310008N11Rik,Group,0.5714,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.5,-1
2310009A05Rik,Group,0.2,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1469,0.1978
2310009B15Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0729,0.1015
2310010G23Rik,Group,0.5714,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.972,-0.0409
2310010J17Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0734,0.1022
2310011J03Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0532,0.0748
2310015A10Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0679,0.0948
2310020H05Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3404,0.4227
2310022A10Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.094,0.1296
2310022B05Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1112,0.1521
2310030G06Rik,Group,0.8571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0995,0.1369
2310033P09Rik,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0349,0.0495
2310034G01Rik,Group,0.0571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.7308,0.7914
2310034O05Rik,Group,0.7143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.6,0.6781
2310035C23Rik,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2669,0.3413
2310036O22Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0789,0.1096
2310039H08Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1047,0.1436
2310039L15Rik,Group,0.7714,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.7381,-0.4381
2310040G24Rik,Group,0.1429,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.6154,-0.7004
2310043L19Rik,Group,0.6857,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.9662,-0.0496
2310045N01Rik,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.112,0.1531
2310047M10Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0344,0.0487
2310057M21Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1668,0.2225
2310061I04Rik,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0839,0.1162
2310065F04Rik,Group,0.6857,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.7662,-0.3841
2310067B10Rik,Group,0.1143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2512,0.3233
2310068J16Rik,Group,0.8,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.7647,-0.387
2310069B03Rik,Group,0.8286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1875,0.2479
2410002F23Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0867,0.12
2410004B18Rik,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0569,0.0798
2410004P03Rik,Group,0.1429,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.001,-9.9658
2410006H16Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0756,0.1052
2410012E07Rik,Group,0.5143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.4286,0.5146
2410015M20Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0062,0.009
2410016O06Rik,Group,0.7429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0567,0.0796
2410018L13Rik,Group,0.3714,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.7368,-0.4406
2410021H03Rik,Group,0.0286,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.3889,-1.3626
2410089E03Rik,Group,0.0571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3133,0.3932
2410127L17Rik,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1228,0.1671
2410131K14Rik,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1362,0.1842
2500002B13Rik,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2232,0.2906
2500004C02Rik,Group,0.6857,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.9329,-0.1002
2510002D24Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0522,0.0735
2510003B16Rik,Group,0.7429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1538,0.2065
2510009E07Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2059,0.2701
2510039O18Rik,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1547,0.2076
2610001J05Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0682,0.0952
2610002M06Rik,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1747,0.2322
2610005L07Rik,Group,0.6857,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.9366,-0.0945
2610008E11Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0688,0.0959
2610015P09Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2191,0.2858
2610016A17Rik,Group,0.9143,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.8182,-0.2895
2610020C07Rik,Group,0.2571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.6667,0.737
2610020H08Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1385,0.1872
2610027K06Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3333,0.415
2610028E06Rik,Group,0.2857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,3.6667,1.8745
2610028H24Rik,Group,0.2,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,2.6,1.3785
2610035D17Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2083,0.273
2610037D02Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1,0
2610044O15Rik8,Group,0.3714,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.146,0.1966
2610203C22Rik,Group,0.3429,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.8158,-0.2937
2610206C17Rik,Group,0.2286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.5152,0.5995
2610301B20Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1295,0.1756
2610306M01Rik,Group,0.3429,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.9477,-0.0776
2610307P16Rik,Group,0.7429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0942,0.1299
2610316D01Rik,Group,0.2,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.4086,0.4943
2610318N02Rik,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2713,0.3463
2610507B11Rik,Group,0.0286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1964,0.2587
2610507I01Rik,Group,0.3429,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.5278,-0.922
2610524H06Rik,Group,0.2,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1942,0.2561
2610528A11Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2343,0.3037
2700029M09Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1661,0.2217
2700038G22Rik,Group,0.0571,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.6358,-0.6533
2700046G09Rik,Group,0.9714,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0476,0.0671
2700049A03Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1322,0.1792
2700054A10Rik,Group,0.6286,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.981,-0.0277
2700060E02Rik,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0782,0.1086
2700062C07Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0895,0.1236
2700069I18Rik,Group,1,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.9375,-0.0931
2700070H01Rik,Group,0.1143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.5,0.585
2700081O15Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.143,0.1928
2700094K13Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0427,0.0604
2700097O09Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.135,0.1827
2700099C18Rik,Group,0.8857,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.9859,-0.0205
2810001G20Rik,Group,0.4857,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.918,-0.1235
2810002D19Rik,Group,0.6286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1385,0.1871
2810004N23Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1707,0.2274
2810006K23Rik,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0791,0.1098
2810013P06Rik,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1235,0.1681
2810021J22Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1328,0.1799
2810025M15Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0615,0.0861
2810029C07Rik,Group,0.2857,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.8462,-0.241
2810047C21Rik1,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1509,0.2028
2810403A07Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0061,0.0087
2810403D21Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0959,0.1322
2810404M03Rik,Group,0.7143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,3,1.585
2810405F15Rik,Group,0.1143,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.65,-0.6215
2810408A11Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0541,0.076
2810408I11Rik,Group,0.4,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2937,0.3715
2810410L24Rik,Group,0.8857,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.8406,-0.2505
2810417H13Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1477,0.1987
2810428I15Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0806,0.1119
2810433D01Rik,Group,0.9429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1293,0.1754
2810442N19Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1667,0.2224
2810454H06Rik,Group,0.6286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2063,0.2706
2810468N07Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0091,0.0131
2810474O19Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1128,0.1542
2900005J15Rik,Group,0.5714,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3333,0.415
2900008C10Rik,Group,0.0286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.5263,0.6101
2900009J06Rik,Group,0.1143,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.2857,-1.8074
2900011O08Rik,Group,0.2571,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.619,-0.6919
2900026A02Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1446,0.1949
2900041M22Rik,Group,0.8571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1355,0.1833
2900055J20Rik,Group,0.7143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,4,2
2900057B20Rik,Group,0.8,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1,0
2900060B14Rik,Group,1,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.6667,-0.585
2900076A07Rik,Group,0.5143,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.9312,-0.1028
2900079G21Rik,Group,0.6857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3077,0.387
2900097C17Rik,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1068,0.1464
3000002C10Rik,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1306,0.1771
3010001F23Rik,Group,0.2857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2432,0.3141
3010026O09Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1708,0.2274
3110001I22Rik,Group,0.1143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2179,0.2844
3110002H16Rik,Group,0.2,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1527,0.205
3110009E18Rik,Group,0.6286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0836,0.1158
3110015C05Rik,Group,0.4,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,2,1
3110021A11Rik,Group,0.4571,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.4783,-1.0641
3110021N24Rik,Group,0.2,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2685,0.3431
3110035E14Rik,Group,0.6571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.4,0.4854
3110039I08Rik,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1704,0.2271
3110040N11Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0543,0.0763
3110043O21Rik,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1192,0.1625
3110045C21Rik,Group,0.4286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3846,0.4695
3110052M02Rik,Group,0.7429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1667,0.2224
3110056K07Rik,Group,0.4857,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.8333,-0.263
3110057O12Rik,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1591,0.213
3110062M04Rik,Group,0.0286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.334,0.4158
3110070M22Rik,Group,0.7429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1,0.1375
3110082I17Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.034,0.0482
3110082J24Rik,Group,0.1143,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.1429,-2.8074
3200001D21Rik,Group,0.4,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1765,0.2345
3300002I08Rik,Group,0.2286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2222,0.2895
3300002P13Rik,Group,0.5143,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.9674,-0.0478
3300005D01Rik,Group,0.2,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2062,0.2705
3425401B19Rik,Group,0.0571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.5096,0.5942
3632451O06Rik,Group,0.4857,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.6149,-0.7016
3632454L22Rik,Group,0.7143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,3,1.585
3830403N18Rik,Group,0.8857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1135,0.1551
3830406C13Rik,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1796,0.2382
3830408C21Rik,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.25,0.3219
3830417A13Rik,Group,0.7429,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.86,-0.2176
3830432H09Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1,0
3930402G23Rik,Group,1,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.5,-1
4430402I18Rik,Group,0.1429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.5333,0.6167
4631405J19Rik,Group,0.2857,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.8293,-0.2701
4632404H12Rik,Group,0.9714,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.9526,-0.07
4632415L05Rik,Group,0.3429,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.1067,0.1463
4632427E13Rik,Group,0.2571,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.5,0.585
4632428C04Rik,Group,0.1143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.6757,0.7447
4632428N05Rik,Group,0.2,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.2068,0.2711
4732416N19Rik,Group,0.7714,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.5714,-0.8074
4732471J01Rik,Group,0.0286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.9667,0.9758
4732491K20Rik,Group,0.0286,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3992,0.4846
4831440E17Rik,Group,0.3429,1,T4400+LIPUS,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,0.7108,-0.4924
4833412C05Rik,Group,1,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,2,1
4833415N18Rik,Group,0.4857,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.3619,0.4456
4833417C18Rik,Group,0.9143,1,T4400,Wilcoxon rank sum exact test,T4400 vs T4400+LIPUS,1.0702,0.0978
